,Дата операции,Дата обработки,Код авторизации,Описание операции,Категория,Сумма в валюте счёта,period
1647,2022-07-08 08:31:00,2022-07-09,299319,Tinkoff Card2Card,Неизвестная категория(-),-300.0,2022-07
1649,2022-07-07 17:44:00,2022-07-09,280120,Tinkoff Card2Card,Неизвестная категория(-),-200.0,2022-07
1651,2022-07-07 05:58:00,2022-07-08,253864,Tinkoff Card2Card,Неизвестная категория(-),-1600.0,2022-07
1652,2022-07-06 18:00:00,2022-07-06,292591,MAGNIT MM KABATCHIK,Супермаркеты,-378.67,2022-07
1656,2022-07-04 15:03:00,2022-07-04,202149,SBOL перевод 4279****3954,Перевод с карты,-10000.0,2022-07
1659,2022-07-04 13:18:00,2022-07-05,288656,Tinkoff Card2Card,Неизвестная категория(-),-3000.0,2022-07
1662,2022-07-03 17:51:00,2022-07-04,226572,Ростелеком,Прочие операции,-643.2,2022-07
1664,2022-07-02 15:36:00,2022-07-04,262296,Tinkoff Card2Card,Неизвестная категория(-),-3190.0,2022-07
1672,2022-06-26 17:46:00,2022-06-27,257578,SBERBANK ONL@IN PLATEZH,Прочие операции,-2675.49,2022-06
1679,2022-06-21 09:48:00,2022-06-22,284558,Tinkoff Card2Card,Неизвестная категория(-),-10000.0,2022-06
1683,2022-06-20 08:37:00,2022-06-20,293780,Ростелеком,Прочие операции,-643.2,2022-06
1688,2022-06-18 07:22:00,2022-06-20,260676,YM OZON 2,Прочие расходы,-9394.0,2022-06
1690,2022-06-18 04:13:00,2022-06-18,252614,BRANCH KARTA-KREDIT,Прочие операции,-1577.4,2022-06
1692,2022-06-17 08:33:00,2022-06-18,267645,Tinkoff Card2Card,Неизвестная категория(-),-4000.0,2022-06
1693,2022-06-17 08:32:00,2022-06-18,270241,Tinkoff Card2Card,Неизвестная категория(-),-12000.0,2022-06
1696,2022-06-14 04:34:00,2022-06-14,259966,MOBILE BANK: KOMISSIYA,Прочие операции,-60.0,2022-06
1699,2022-06-13 18:00:00,2022-06-13,292221,SP IMMUNITI,Здоровье и красота,-450.0,2022-06
1704,2022-06-10 19:03:00,2022-06-10,209556,PEREKRESTOK UEZDNAYA,Супермаркеты,-2855.83,2022-06
1705,2022-06-10 09:15:00,2022-06-10,216261,SBERBANK ONL@IN PLATEZH,Прочие операции,-100.0,2022-06
1708,2022-06-08 09:55:00,2022-06-09,252953,Tinkoff Card2Card,Неизвестная категория(-),-5000.0,2022-06
1711,2022-06-07 11:57:00,2022-06-07,292084,SBOL перевод 4279****4130 Л. АНДРЕЙ ВИКТОРОВИЧ,Перевод с карты,-500.0,2022-06
1713,2022-06-06 17:19:00,2022-06-06,209496,SBOL перевод 5469****1364 Г. ДАВИД ЗУРАБОВИЧ,Перевод с карты,-450.0,2022-06
1717,2022-06-04 09:30:00,2022-06-04,202621,SBOL перевод 5469****3541 А. ЗОХИРБЕК АТАМУРЗАЕВИЧ,Перевод с карты,-20000.0,2022-06
1720,2022-06-03 20:47:00,2022-06-06,275753,Tinkoff Card2Card,Неизвестная категория(-),-3190.0,2022-06
1721,2022-06-03 20:44:00,2022-06-03,226633,SBERBANK EKP INSURANCE PAYMENT,Прочие операции,-10599.57,2022-06
1723,2022-06-03 18:35:00,2022-06-03,247097,MAGNIT MM KABATCHIK,Супермаркеты,-1450.84,2022-06
1724,2022-06-03 17:45:00,2022-06-03,246463,BRANCH KARTA-KREDIT,Прочие операции,-96152.68,2022-06
1725,2022-06-03 08:56:00,2022-06-04,216348,Tinkoff Card2Card,Неизвестная категория(-),-3000.0,2022-06
1730,2022-06-01 07:47:00,2022-06-02,214342,Tinkoff Card2Card,Неизвестная категория(-),-2500.0,2022-06
1733,2022-05-30 10:45:00,2022-05-31,296467,Tinkoff Card2Card,Неизвестная категория(-),-700.0,2022-05
1736,2022-05-29 19:31:00,2022-05-30,292451,VOLNA,Здоровье и красота,-2130.0,2022-05
1737,2022-05-29 13:24:00,2022-05-30,241840,SBOL перевод 2202****8410 К. ИРИНА ВЛАДИМИРОВНА,Перевод с карты,-2000.0,2022-05
1738,2022-05-28 13:02:00,2022-05-28,264756,SBERBANK ONL@IN PLATEZH,Прочие операции,-2675.49,2022-05
1739,2022-05-27 16:39:00,2022-05-27,211164,Ростелеком,Прочие операции,-646.4,2022-05
1742,2022-05-26 14:19:00,2022-05-27,204415,Tinkoff Card2Card,Неизвестная категория(-),-2000.0,2022-05
1744,2022-05-26 07:35:00,2022-05-27,254526,Tinkoff Card2Card,Неизвестная категория(-),-2000.0,2022-05
1749,2022-05-24 19:43:00,2022-05-24,238136,SBOL перевод 2202****8410 К. ИРИНА ВЛАДИМИРОВНА,Перевод с карты,-2500.0,2022-05
1752,2022-05-22 15:29:00,2022-05-23,208919,Tinkoff Card2Card,Неизвестная категория(-),-2500.0,2022-05
1753,2022-05-22 13:46:00,2022-05-23,241440,SBOL перевод 5469****3541 А. ЗОХИРБЕК АТАМУРЗАЕВИЧ,Перевод с карты,-53.0,2022-05
1761,2022-05-19 12:33:00,2022-05-19,260100,SBOL перевод 5469****3541 А. ЗОХИРБЕК АТАМУРЗАЕВИЧ,Перевод с карты,-19000.0,2022-05
1762,2022-05-19 12:25:00,2022-05-20,275107,Tinkoff Card2Card,Неизвестная категория(-),-1000.0,2022-05
1764,2022-05-19 09:47:00,2022-05-19,216643,BRANCH KARTA-KREDIT,Прочие операции,-4454.72,2022-05
1765,2022-05-18 16:34:00,2022-05-18,238725,BRANCH KARTA-KREDIT,Прочие операции,-2000.0,2022-05
1769,2022-05-18 09:03:00,2022-05-18,259081,BRANCH KARTA-KREDIT,Прочие операции,-2000.0,2022-05
1770,2022-05-18 02:17:00,2022-05-18,219956,BRANCH KARTA-KREDIT,Прочие операции,-4261.85,2022-05
1772,2022-05-17 14:11:00,2022-05-19,297070,Tinkoff Card2Card,Неизвестная категория(-),-19832.48,2022-05
1774,2022-05-15 18:34:00,2022-05-16,249076,SBOL перевод 2202****8410 К. ИРИНА ВЛАДИМИРОВНА,Перевод с карты,-100.0,2022-05
1776,2022-05-15 14:57:00,2022-05-16,238206,SBOL перевод 2202****7585 С. ЕВГЕНИЙ ВАЛЕРЬЕВИЧ,Перевод с карты,-1000.0,2022-05
1780,2022-05-14 18:08:00,2022-05-14,284911,MOBILE BANK: KOMISSIYA,Прочие операции,-60.0,2022-05
1793,2022-05-07 13:02:00,2022-05-07,236828,SBOL перевод 4276****4117 Р. ДМИТРИЙ ВИКТОРОВИЧ,Перевод с карты,-500.0,2022-05
1796,2022-05-06 17:22:00,2022-05-06,253548,Магазин 1401,Прочие операции,-1289.99,2022-05
1803,2022-05-03 09:04:00,2022-05-04,241512,Tinkoff Card2Card,Неизвестная категория(-),-35000.0,2022-05
1806,2022-05-01 14:04:00,2022-05-02,214181,Tinkoff Card2Card,Неизвестная категория(-),-2000.0,2022-05
1807,2022-05-01 11:20:00,2022-05-02,230911,SBOL перевод 5469****3541 А. ЗОХИРБЕК АТАМУРЗАЕВИЧ,Перевод с карты,-3500.0,2022-05
1808,2022-04-30 20:29:00,2022-04-30,286785,SBERBANK ONL@IN PLATEZH,Прочие операции,-2675.49,2022-04
1810,2022-04-29 18:38:00,2022-05-02,207683,Tinkoff Card2Card,Неизвестная категория(-),-1500.0,2022-05
1813,2022-04-26 16:39:00,2022-04-28,267662,Tinkoff Card2Card,Неизвестная категория(-),-700.0,2022-04
1815,2022-04-21 19:16:00,2022-04-23,282149,Tinkoff Card2Card,Неизвестная категория(-),-5500.0,2022-04
1819,2022-04-19 07:35:00,2022-04-20,206796,SBOL перевод 5228****7287,Прочие операции,-7501.0,2022-04
1821,2022-04-18 01:57:00,2022-04-18,219573,BRANCH KARTA-KREDIT,Прочие операции,-12712.07,2022-04
1823,2022-04-16 19:02:00,2022-04-18,207160,Tinkoff Card2Card,Неизвестная категория(-),-3000.0,2022-04
1824,2022-04-15 13:46:00,2022-04-15,229952,SBOL перевод 4276****4895 Т. ВЛАДИМИР АЛЕКСАНДРОВИЧ,Перевод с карты,-1000.0,2022-04
1827,2022-04-14 04:36:00,2022-04-14,292859,MOBILE BANK: KOMISSIYA,Прочие операции,-60.0,2022-04
1828,2022-04-13 17:43:00,2022-04-14,249940,IP STELYUK NATALIA V,Автомобиль,-1000.0,2022-04
1831,2022-04-12 18:08:00,2022-04-14,215489,Tinkoff Card2Card,Неизвестная категория(-),-20000.0,2022-04
1833,2022-04-10 10:56:00,2022-04-11,212049,SBOL перевод 5469****3541 А. ЗОХИРБЕК АТАМУРЗАЕВИЧ,Перевод с карты,-5000.0,2022-04
1841,2022-04-03 18:06:00,2022-04-05,249619,Tinkoff Card2Card,Неизвестная категория(-),-4000.0,2022-04
1842,2022-04-03 18:04:00,2022-04-04,249137,SBOL перевод 2202****8410 К. ИРИНА ВЛАДИМИРОВНА,Перевод с карты,-500.0,2022-04
1844,2022-03-31 15:00:00,2022-03-31,221406,SBERBANK ONL@IN PLATEZH,Прочие операции,-2675.49,2022-03
1846,2022-03-30 17:55:00,2022-03-30,245911,MAGNIT MM KABATCHIK,Супермаркеты,-299.98,2022-03
1855,2022-03-24 21:51:00,2022-03-25,299906,SBOL перевод 2202****8410 К. ИРИНА ВЛАДИМИРОВНА,Перевод с карты,-2000.0,2022-03
1865,2022-03-18 04:52:00,2022-03-18,215052,BRANCH KARTA-KREDIT,Прочие операции,-12712.07,2022-03
1867,2022-03-17 22:00:00,2022-03-18,233907,YM *ozon,Прочие расходы,-1312.0,2022-03
1873,2022-03-14 00:57:00,2022-03-14,263756,MOBILE BANK: KOMISSIYA,Прочие операции,-60.0,2022-03
1878,2022-03-10 02:05:00,2022-03-11,212847,ADACT,Все для дома,-5000.0,2022-03
1892,2022-03-01 18:45:00,2022-03-01,257414,SBERBANK ONL@IN PLATEZH,Прочие операции,-2675.49,2022-03
1901,2022-02-20 19:45:00,2022-02-21,202786,SBOL перевод 2202****8410 К. ИРИНА ВЛАДИМИРОВНА,Перевод с карты,-1000.0,2022-02
1902,2022-02-20 12:38:00,2022-02-21,277876,SBOL перевод 2202****8410 К. ИРИНА ВЛАДИМИРОВНА,Перевод с карты,-500.0,2022-02
1905,2022-02-18 04:54:00,2022-02-18,296275,BRANCH KARTA-KREDIT,Прочие операции,-12712.07,2022-02
1906,2022-02-17 12:15:00,2022-02-18,244037,Tinkoff Bank Card2Card,Неизвестная категория(-),-8000.0,2022-02
1908,2022-02-17 11:31:00,2022-02-18,203268,Tinkoff Bank Card2Card,Неизвестная категория(-),-15990.0,2022-02
1912,2022-02-14 01:45:00,2022-02-14,279131,MOBILE BANK: KOMISSIYA,Прочие операции,-60.0,2022-02
1927,2022-02-05 19:50:00,2022-02-07,250003,Tinkoff Bank Card2Card,Неизвестная категория(-),-10000.0,2022-02
1928,2022-02-05 19:48:00,2022-02-05,237229,SBERBANK ONL@IN PLATEZH,Прочие операции,-14140.0,2022-02
1933,2022-02-03 22:55:00,2022-02-05,281518,Tinkoff Bank Card2Card,Неизвестная категория(-),-3190.0,2022-02
1941,2022-01-30 17:00:00,2022-01-31,216364,SBERBANK ONL@IN PLATEZH,Прочие операции,-2675.49,2022-01
1942,2022-01-27 06:58:00,2022-01-28,249334,Tinkoff Bank Card2Card,Неизвестная категория(-),-1518.0,2022-01
1949,2022-01-20 13:15:00,2022-01-20,231400,GIPERMARKET RICH FEMILI,Отдых и развлечения,-5870.0,2022-01
1953,2022-01-18 04:59:00,2022-01-18,218109,BRANCH KARTA-KREDIT,Прочие операции,-581.11,2022-01
1954,2022-01-17 14:41:00,2022-01-17,265560,SBOL перевод 5469****1221 В. ЛЮБОВЬ НИКОЛАЕВНА,Перевод с карты,-4000.0,2022-01
1955,2022-01-17 14:41:00,2022-01-17,265560,КОМИССИЯ ЗА ПРОВЕДЕННУЮ ОПЕРАЦИЮ,Прочие операции,-40.0,2022-01
1960,2022-01-14 01:45:00,2022-01-14,293869,MOBILE BANK: KOMISSIYA,Прочие операции,-60.0,2022-01
1961,2022-01-13 18:29:00,2022-01-13,292509,КОМИССИЯ ЗА ПРОВЕДЕННУЮ ОПЕРАЦИЮ,Прочие операции,-170.0,2022-01
1962,2022-01-13 18:29:00,2022-01-13,292509,SBOL перевод 2202****1998 Д. ГЛЕБ ВИКТОРОВИЧ,Перевод с карты,-32000.0,2022-01
1965,2022-01-13 11:59:00,2022-01-13,250971,SBOL перевод 2202****7104 К. ТАМАРА НИКОЛАЕВНА,Перевод с карты,-35000.0,2022-01
1966,2022-01-13 11:51:00,2022-01-13,271619,BRANCH KARTA-KREDIT,Прочие операции,-30816.22,2022-01
1968,2022-01-13 11:48:00,2022-01-13,245201,BRANCH KARTA-KREDIT,Прочие операции,-73485.61,2022-01
1977,2022-01-10 05:34:00,2022-01-10,241832,BRANCH KARTA-KREDIT,Прочие операции,-15722.19,2022-01
1979,2022-01-09 18:06:00,2022-01-10,223764,LUKOIL,Автомобиль,-2000.42,2022-01
1981,2022-01-09 16:19:00,2022-01-10,291414,SBERBANK EKP INSURANCE PAYMENT,Прочие операции,-3346.85,2022-01
1982,2022-01-09 16:14:00,2022-01-10,291933,KARTA-SCHET,Прочие операции,-44797.0,2022-01
1983,2022-01-09 16:14:00,2022-01-10,274602,BRANCH KARTA-KREDIT,Прочие операции,-50186.07,2022-01
1989,2022-01-03 09:19:00,2022-01-04,224922,Tinkoff Bank Card2Card,Неизвестная категория(-),-3190.0,2022-01
1993,2022-01-02 13:35:00,2022-01-03,295973,SBERBANK ONL@IN PLATEZH,Прочие операции,-2675.49,2022-01
1994,2022-01-01 06:07:00,2022-01-01,242475,BRANCH KARTA-KREDIT,Прочие операции,-11069.6,2022-01
1995,2021-12-30 19:10:00,2022-01-01,252652,Tinkoff Bank Card2Card,Неизвестная категория(-),-5000.0,2022-01
